time,"Ambient air temperature (℃)","ATF temperature var.3 (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine fuel rate (L/h)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel System A Use Percentage Bank 1 (%)","Fuel System A Use Percentage Bank 2 (%)","Fuel System B Use Percentage Bank 1 (%)","Fuel System B Use Percentage Bank 2 (%)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake air temperature B1S1 (℃)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","OBD Module Voltage (V)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
17:52:12.694,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.723,,,,,,,,0.2613308654976445,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:12.774,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.813,,,,,,,,0.26129840298061124,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:12.894,,,,,,,,,,,,,,,,,,,,605,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.933,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:12.964,,,,,,,,0.2612441838270674,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:13.024,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.066,,,,,,,,0.2612075405275181,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:13.123,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.165,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.185,,,,,,,,0.26116460611221837,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:13.247,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.303,,,,,,,,0.2611217303435697,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:13.363,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.412,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.446,,,,,,,,0.2610706152214136,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:13.534,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.585,,,,,,,,0.26102070250886666,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:13.664,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.713,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.732,,,,,,,,0.2609675073349916,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:13.814,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.857,,,,,,,,0.26092274652186853,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:13.935,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:13.985,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.013,,,,,,,,0.2608665394199915,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:14.114,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.158,,,,,,,,0.2608144085070099,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:14.259,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.333,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.358,,,,,,,,0.2607427536010111,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:14.464,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.513,,,,,,,,0.2606870549950614,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:14.593,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.633,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.679,,,,,,,,0.2606275190635503,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:14.784,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.833,,,,,,,,0.2605722302251922,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:14.934,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:14.983,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.003,,,,,,,,0.2605113460666868,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:15.073,,,,,,,,,,,,,,,,,,,,593,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.124,,,,,,,,0.26046824532345847,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:15.204,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.233,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.254,,,,,,,,0.26042159227558226,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:15.323,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.363,,,,,,,,0.26038241183879524,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:15.423,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.463,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.483,,,,,,,,0.26033945104945383,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:15.534,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.563,,,,,,,,0.26031082226221425,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:15.624,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.663,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.683,,,,,,,,0.26026787403890245,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:15.874,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:15.913,,,,,,,,0.26018570188079587,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:15.994,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.033,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.053,,,,,,,,0.26013567696677464,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:16.113,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.154,,,,,,,,0.26009977271293183,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:16.224,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.273,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.294,,,,,,,,0.2600496119017735,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:16.373,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.414,,,,,,,,0.2600068575146662,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:16.483,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.523,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.534,,,,,,,,0.2599638485565283,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:16.586,,,,,,,,,,,,,,,,,,,,590,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.633,,,,,,,,0.2599286433358201,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:16.704,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.753,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.784,,,,,,,,0.2598747690668394,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:16.854,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:16.893,,,,,,,,0.2598358979667821,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:16.974,,,,,,,,,,,,,,,,,,,,594,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.004,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.024,,,,,,,,0.2597891434393177,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:17.084,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.124,,,,,,,,0.25975363171555915,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:17.205,,,,,,,,,,,,,,,,,,,,588,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.253,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.273,,,,,,,,0.25970052855012404,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:17.334,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.373,,,,,,,,0.25966494727203926,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:17.454,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.493,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.513,,,,,,,,0.2596150925982924,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:17.574,,,,,,,,,,,,,,,,,,,,594,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.613,,,,,,,,0.2595793751217322,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:17.674,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.714,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.749,,,,,,,,0.2595311248704718,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:17.824,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.874,,,,,,,,0.2594867043995882,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:17.949,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:17.993,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.013,,,,,,,,0.2594371298822877,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:18.094,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.125,,,,,,,,0.2593974345772046,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:18.194,,,,,,,,,,,,,,,,,,,,594,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.233,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.255,,,,,,,,0.25935141461218447,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:18.335,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.374,,,,,,,,0.25930913658621335,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:18.425,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.455,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.473,,,,,,,,0.25927396182900697,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:18.548,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.594,,,,,,,,0.2592310091846422,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:18.654,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.694,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.730,,,,,,,,0.25918283336412823,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:18.794,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:18.847,,,,,,,,0.25914128362821465,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:19.047,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.085,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.114,,,,,,,,0.2590464065530252,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:19.174,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.213,,,,,,,,0.25901143604466376,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:19.275,,,,,,,,,,,,,,,,,,,,608,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.325,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.354,,,,,,,,0.2589614998725816,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:19.425,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.465,,,,,,,,0.258922094679048,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:19.525,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.585,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.614,,,,,,,,0.25886945565631103,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:19.685,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.734,,,,,,,,0.25882704975076076,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:19.805,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.847,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.874,,,,,,,,0.2587772856285028,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:19.925,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:19.965,,,,,,,,0.2587454804728932,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:20.025,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.065,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.087,,,,,,,,0.25870222694332273,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:20.164,,,,,,,,,,,,,,,,,,,,597,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.214,,,,,,,,0.2586575185511217,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:20.294,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.347,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.364,,,,,,,,0.25860457897906286,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:20.434,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.484,,,,,,,,0.2585621494896406,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:20.548,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.585,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.614,,,,,,,,0.25851631477281545,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:20.684,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.725,,,,,,,,0.2584770264165637,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:20.794,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.834,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.854,,,,,,,,0.2584313719204178,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:20.934,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:20.984,,,,,,,,0.2583857152183067,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:21.074,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.104,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.124,,,,,,,,0.2583364133683151,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:21.205,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.246,,,,,,,,0.25829322215572487,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:21.293,,,,,,,,,,,,,,,,,,,,608,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.335,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.354,,,,,,,,0.2582552404031589,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:21.413,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.447,,,,,,,,0.25822250031247496,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:21.495,,,,,,,,,,,,,,,,,,,,608,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.533,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.555,,,,,,,,0.25818470140127064,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:21.634,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.673,,,,,,,,0.25814312168751335,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:21.755,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.803,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.823,,,,,,,,0.25809009222713286,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:21.895,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:21.932,,,,,,,,0.25805178398102385,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:22.004,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:22.034,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:22.046,,,,,,,,0.25801180173128285,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:22.247,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:22.283,,,,,,,,0.25792846757665994,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:22.354,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:22.383,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:22.405,,,,,,,,0.25788586399254076,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:22.465,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:22.513,,,,,,,,0.25784766212208576,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:52:22.585,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:22.614,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:52:22.633,,,,,,,,0.2578058025391489,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
