time,"# warm-ups since codes cleared ()","A/C pressure (kPa)","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Air:fuel ratio ()","Ambient air temperature (℃)","ATF temperature var.3 (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance to empty (km)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Ethanol fuel percent (%)","Evap. system vapor pressure (Pa)","Free space in fuel tank (L)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (L)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Gear (AT) ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Knock retard (°)","Lambda ()","Learned octane ()","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Oxygen sensor 5 Wide Range Current (mA) (mA)","Oxygen sensor 5 Wide Range Equivalence ratio ()","Power from MAF (hp)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Throttle position (%)","Throttle Position Actually (°)","Throttle Position Desired (°)","Timing advance (°)","Variable camshaft actual advance #1 (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
04:17:51.195,,,,,,,,,,,,,,36.636082635681525,,,,,,,,,,,,,,0.14180726572222221,0.287298,0.287298,0.287298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02420855551405549,44,
04:17:51.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:51.378,,,,,,,,,,,,,,36.73181083999044,,,,,,,,,,,,,,0.1440504028333333,0.289541,0.289541,0.289541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024801069568409596,44,
04:17:51.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:51.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:51.618,,,,,,,,,,,,,,36.854235872283844,,,,,,,,,,,,,,0.14700668827777777,0.292497,0.292497,0.292497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,
04:17:51.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:51.855,,,,,,,,,,,,,,36.990622557850784,,,,,,,,,,,,,,0.15006326577777776,0.295554,0.295554,0.295554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030437325959824884,45,
04:17:52.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:52.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:52.124,,,,,,,,,,,,,,37.13243925133,,,,,,,,,,,,,,0.15335392202777776,0.298845,0.298845,0.298845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030471536283732246,45,
04:17:52.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:52.336,,,,,,,,,,,,,,37.22844880518949,,,,,,,,,,,,,,0.15593036402777777,0.301421,0.301421,0.301421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,
04:17:52.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:52.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:52.547,,,,,,,,,,,,,,37.32165178835099,,,,,,,,,,,,,,0.15850235347222222,0.303993,0.303993,0.303993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,
04:17:52.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:52.730,,,,,,,,,,,,,,37.4021307918836,,,,,,,,,,,,,,0.1607816793611111,0.306272,0.306272,0.306272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03236028247249649,44,
04:17:52.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:52.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:52.970,,,,,,,,,,,,,,37.50787007382942,,,,,,,,,,,,,,0.16386232713888887,0.309353,0.309353,0.309353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03347765868423607,44,
04:17:53.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:53.176,,,,,,,,,,,,,,37.587322612261715,,,,,,,,,,,,,,0.16624397624999998,0.311735,0.311735,0.311735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,
04:17:53.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:53.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:53.416,,,,,,,,,,,,,,37.68035719396361,,,,,,,,,,,,,,0.1691088736944444,0.3146,0.3146,0.3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,
04:17:53.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:53.896,,,,,,,,,,,,,,37.83725775620968,,,,,,,,,,,,,,0.1749738180833333,0.320465,0.320465,0.320465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024294999787286407,43,
04:17:54.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:54.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:54.199,,,,,,,,,,,,,,37.913241318786675,,,,,,,,,,,,,,0.17858495008333328,0.324076,0.324076,0.324076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046098490622703825,42,
04:17:54.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:54.464,,,,,,,,,,,,,,37.973537285747575,,,,,,,,,,,,,,0.18154751458333326,0.327039,0.327039,0.327039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04397455394171156,42,
04:17:54.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:54.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:54.735,,,,,,,,,,,,,,38.03479019114141,,,,,,,,,,,,,,0.18464935224999993,0.330141,0.330141,0.330141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04294507788702965,42,
04:17:54.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:54.947,,,,,,,,,,,,,,38.072930913427705,,,,,,,,,,,,,,0.18724297352777772,0.332735,0.332735,0.332735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.053913974004832874,41,
04:17:55.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:55.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:55.185,,,,,,,,,,,,,,38.10984133183573,,,,,,,,,,,,,,0.18981811063888882,0.33531,0.33531,0.33531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028747410602808145,41,
04:17:55.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:55.398,,,,,,,,,,,,,,38.142318277528105,,,,,,,,,,,,,,0.19213895322222216,0.337631,0.337631,0.337631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030349462054826824,41,
04:17:55.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:55.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:55.642,,,,,,,,,,,,,,38.168268850396736,,,,,,,,,,,,,,0.1949936076666666,0.340486,0.340486,0.340486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06245448361050192,40,
04:17:55.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:55.878,,,,,,,,,,,,,,38.19086368810461,,,,,,,,,,,,,,0.19754581433333326,0.343038,0.343038,0.343038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030418338514478963,40,
04:17:56.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:56.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:56.121,,,,,,,,,,,,,,38.20145112855846,,,,,,,,,,,,,,0.20022043649999993,0.345713,0.345713,0.345713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06053658683479579,39,
04:17:56.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:56.329,,,,,,,,,,,,,,38.21001487471887,,,,,,,,,,,,,,0.20243627458333327,0.347929,0.347929,0.347929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.060852060006584614,39,
04:17:56.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:56.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:56.566,,,,,,,,,,,,,,38.21971161520122,,,,,,,,,,,,,,0.2050039869166666,0.350497,0.350497,0.350497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030661730082665754,39,
04:17:56.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:56.777,,,,,,,,,,,,,,38.22808167425988,,,,,,,,,,,,,,0.20727226699999993,0.352765,0.352765,0.352765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031524738441203556,39,
04:17:56.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:57.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:57.286,,,,,,,,,,,,,,38.22220041681087,,,,,,,,,,,,,,0.21272567022222216,0.358218,0.358218,0.358218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024302843675353503,38,
04:17:57.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:57.496,,,,,,,,,,,,,,38.20940010323855,,,,,,,,,,,,,,0.21490516858333328,0.360397,0.360397,0.360397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04851921182157241,37,
04:17:57.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:57.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:57.767,,,,,,,,,,,,,,38.193562554428354,,,,,,,,,,,,,,0.21766651661111105,0.363158,0.363158,0.363158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04719258226123267,37,
04:17:57.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:57.976,,,,,,,,,,,,,,38.172388929698,,,,,,,,,,,,,,0.21966620161111106,0.365158,0.365158,0.365158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07083795874007223,36,
04:17:58.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:58.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:58.184,,,,,,,,,,,,,,38.15065563478021,,,,,,,,,,,,,,0.22175969261111106,0.367251,0.367251,0.367251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06306929933404333,36,
04:17:58.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:58.395,,,,,,,,,,,,,,38.11963575851878,,,,,,,,,,,,,,0.2237826410833333,0.369274,0.369274,0.369274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06302156829765822,35,
04:17:58.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:58.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:58.635,,,,,,,,,,,,,,38.083855754079394,,,,,,,,,,,,,,0.22616656302777774,0.371658,0.371658,0.371658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06523867153489818,35,
04:17:58.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:58.876,,,,,,,,,,,,,,38.04857407138088,,,,,,,,,,,,,,0.22857207802777774,0.374064,0.374064,0.374064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03149834127367816,35,
04:17:59.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:59.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:59.144,,,,,,,,,,,,,,37.99789252985802,,,,,,,,,,,,,,0.23116137824999997,0.376653,0.376653,0.376653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059024617011338924,34,
04:17:59.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:59.450,,,,,,,,,,,,,,37.93088970844981,,,,,,,,,,,,,,0.23388933516666663,0.379381,0.379381,0.379381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05369225861021624,33,
04:17:59.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:59.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:17:59.748,,,,,,,,,,,,,,37.85071634786328,,,,,,,,,,,,,,0.23659322138888886,0.382085,0.382085,0.382085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07632696422960261,32,
04:17:59.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:00.016,,,,,,,,,,,,,,37.78282208577639,,,,,,,,,,,,,,0.23894161783333331,0.384433,0.384433,0.384433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0745456743286974,32,
04:18:00.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:00.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:00.527,,,,,,,,,,,,,,37.636013357748425,,,,,,,,,,,,,,0.24327876066666665,0.38877,0.38877,0.38877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06143002122636014,31,
04:18:00.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:00.735,,,,,,,,,,,,,,37.57608492516894,,,,,,,,,,,,,,0.2451048742222222,0.390596,0.390596,0.390596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04408526111210756,31,
04:18:00.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:00.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:00.948,,,,,,,,,,,,,,37.50689252192262,,,,,,,,,,,,,,0.24690855588888888,0.3924,0.3924,0.3924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04721463165338262,30,
04:18:01.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:01.187,,,,,,,,,,,,,,37.43475196036939,,,,,,,,,,,,,,0.24882483755555554,0.394316,0.394316,0.394316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048363343644987816,30,
04:18:01.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:01.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:01.429,,,,,,,,,,,,,,37.35726826257481,,,,,,,,,,,,,,0.2509249075555555,0.396416,0.396416,0.396416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03142474750824631,30,
04:18:01.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:01.638,,,,,,,,,,,,,,37.29788611624795,,,,,,,,,,,,,,0.25256454838888887,0.398056,0.398056,0.398056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03138542580453502,30,
04:18:01.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:01.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:01.877,,,,,,,,,,,,,,37.212584284453946,,,,,,,,,,,,,,0.25460424083333333,0.400096,0.400096,0.400096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030497838871359966,29,
04:18:02.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:02.117,,,,,,,,,,,,,,37.13554760490603,,,,,,,,,,,,,,0.25648305819444445,0.401975,0.401975,0.401975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030453102012235892,29,
04:18:02.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:02.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:02.357,,,,,,,,,,,,,,37.05913646111338,,,,,,,,,,,,,,0.25838210225,0.403874,0.403874,0.403874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03051030554467436,29,
04:18:02.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:02.536,,,,,,,,,,,,,,37.001950351182245,,,,,,,,,,,,,,0.25982707558333334,0.405319,0.405319,0.405319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03153949875040768,29,
04:18:02.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:02.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:02.777,,,,,,,,,,,,,,36.915657777996515,,,,,,,,,,,,,,0.2617300714722222,0.407222,0.407222,0.407222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03145526495072792,28,
04:18:02.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:02.986,,,,,,,,,,,,,,36.84270017917731,,,,,,,,,,,,,,0.2633679688055556,0.40886,0.40886,0.40886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03260900514644004,28,
04:18:03.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:03.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:03.257,,,,,,,,,,,,,,36.74949743890363,,,,,,,,,,,,,,0.26550010580555555,0.410992,0.410992,0.410992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03147134837389658,28,
04:18:03.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:03.736,,,,,,,,,,,,,,36.59207446599741,,,,,,,,,,,,,,0.26920641291666664,0.414698,0.414698,0.414698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023599507405501832,28,
04:18:03.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:03.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:18:04.006,,,,,,,,,,,,,,36.49419171955829,,,,,,,,,,,,,,0.2712543201666666,0.416746,0.416746,0.416746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02305279071100676,27,
